# VERSION 10104 -- Thu Aug 27 17:55:11 2009 UTC -- created by woosley on banzai.ucolick.org from file /data/woosley/banzai/u/woosley/cdef/fudgc#t8eq6
  grid    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure     cell specific energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e       stability   NETWORK                 neutrons                       H1                      He3                      He4                      C12                      N14                      O16                     Ne20                     Mg24                     Si28                      S32                     Ar36                     Ca40                     Ti44                     Cr48                     Fe52                     Fe54                     Ni56                     Fe56                     'Fe'
  11:    3.6825249259031809E+30   6.9271051549679721E+06   3.1166267624576585E+00   2.6266135827842073E+09   5.9350926609509230E+08   1.7595690539532568E+27   1.7903113993235707E+18   8.6866906332650251E-01   0.0000000000000000E+00   1.3734426556430590E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.7141658062080858E-12   4.9742854424646699E-01   0.0000000000000000E+00   4.9831324294209151E-01   4.2427399359823668E-03   1.5471193614083751E-05   1.6791241599137063E-09   3.5707719002211980E-16   4.1827179647019151E-24   9.2757338316231391E-34   3.2746585264981450E-45   1.0601840790836525E-58   1.9106946743788217E-73   0.0000000000000000E+00   1.7581817721247607E-91                      ---                      ---
  12:    4.2745430717472685E+30   7.2830604762273822E+06   3.2766724989645408E+00   2.6212023579225945E+09   5.9277075679210603E+08   1.7547130056887676E+27   1.7889303300244362E+18   8.6870597020443829E-01   0.0000000000000000E+00   1.3734425647198877E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.7107406178835743E-12   4.9742866000397468E-01   0.0000000000000000E+00   4.9831331927652922E-01   4.2425487209194843E-03   1.5470316986549259E-05   1.6788726581483929E-09   3.5700326895680830E-16   4.1814441243252509E-24   9.2718734509671268E-34   3.2727456324954073E-45   1.0593038601249489E-58   1.9086759162097868E-73   0.0000000000000000E+00   1.7559766301893922E-91                      ---                      ---
  13:    4.9040548040414248E+30   7.6275653052127995E+06   3.4315548229373807E+00   2.6157102150597630E+09   5.9202054741683161E+08   1.7497878030778206E+27   1.7875266829727027E+18   8.6874352583105519E-01   0.0000000000000000E+00   1.3734424704155897E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.7071507769449846E-12   4.9742878006641755E-01   0.0000000000000000E+00   4.9831339844795131E-01   4.2423503978661972E-03   1.5469406438031174E-05   1.6786128828466164E-09   3.5692692453330725E-16   4.1801310671696018E-24   9.2679021104948763E-34   3.2707839544080660E-45   1.0584050165782415E-58   1.9066214600251018E-73   0.0000000000000000E+00   1.7537381819076055E-91                      ---                      ---
  14:    5.5677969247037119E+30   7.9606269124215981E+06   3.5812778097350586E+00   2.6101612919729033E+09   5.9126191280662048E+08   1.7448152282002658E+27   1.7861065475080438E+18   8.6878156974231902E-01   0.0000000000000000E+00   1.3734423733122048E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.7034153024801463E-12   4.9742890369280246E-01   0.0000000000000000E+00   4.9831347996759218E-01   4.2421461910606929E-03   1.5468467487795946E-05   1.6783465067235482E-09   3.5684864694777806E-16   4.1787873571332028E-24   9.2638460360107666E-34   3.2687866662517756E-45   1.0574936729448629E-58   1.9045452918589868E-73   0.0000000000000000E+00   1.7514815356538756E-91                      ---                      ---
  15:    6.2617378337997012E+30   8.2820396713618133E+06   3.7257499266913219E+00   2.6045827746650753E+09   5.9049855603674448E+08   1.7398197315892475E+27   1.7846768280244065E+18   8.6881991877446152E-01   0.0000000000000000E+00   1.3734422740576935E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6995566056746168E-12   4.9742903005820249E-01   0.0000000000000000E+00   4.9831356329138388E-01   4.2419374633078221E-03   1.5467506323891691E-05   1.6780753567483307E-09   3.5676897141750077E-16   4.1774222665331317E-24   9.2597333886511409E-34   3.2667677349776075E-45   1.0565762167544900E-58   1.9024618199730121E-73   0.0000000000000000E+00   1.7492221245714231E-91                      ---                      ---
  16:    6.9811435023736388E+30   8.5914663015774004E+06   3.8648205819705357E+00   2.5990040532398314E+09   5.8973449484275210E+08   1.7348276657946473E+27   1.7832450336993871E+18   8.6885837254381482E-01   0.0000000000000000E+00   1.3734421733501955E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6956000407628414E-12   4.9742915827379841E-01   0.0000000000000000E+00   4.9831364783317755E-01   4.2417256828641350E-03   1.5466529655817981E-05   1.6778013678029132E-09   3.5668846466752315E-16   4.1760455387036307E-24   9.2555935371974610E-34   3.2647415556684877E-45   1.0556591310952308E-58   1.9003855021395891E-73   0.0000000000000000E+00   1.7469753150611043E-91                      ---                      ---
  17:    7.7206704983561684E+30   8.8884977413017079E+06   3.9983070481774505E+00   2.5934559174743705E+09   5.8897395273397779E+08   1.7298665584559833E+27   1.7818190762204838E+18   8.6889671876320718E-01   0.0000000000000000E+00   1.3734420719211899E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6915733650197242E-12   4.9742928740831227E-01   0.0000000000000000E+00   4.9831373297888187E-01   4.2415123880258981E-03   1.5465544554793665E-05   1.6775265349042078E-09   3.5660771101226489E-16   4.1746671473933899E-24   9.2514563323956842E-34   3.2627225967879279E-45   1.0547488371237497E-58   1.8983305043679796E-73   0.0000000000000000E+00   1.7447560550538799E-91                      ---                      ---
  18:    8.4744831964120764E+30   9.1726986756650209E+06   4.1260149234366486E+00   2.5879697794170837E+09   5.8822125305501127E+08   1.7249644136500401E+27   1.7804070721761731E+18   8.6893473848846703E-01   0.0000000000000000E+00   1.3734419705179802E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6875061164124499E-12   4.9742941651031397E-01   0.0000000000000000E+00   4.9831381810117303E-01   4.2412991502802384E-03   1.5464558285388906E-05   1.6772528651805285E-09   3.5652729836993820E-16   4.1732970587285670E-24   9.2473514000393466E-34   3.2607250630263066E-45   1.0538515493070972E-58   1.8963103952363796E-73   0.0000000000000000E+00   1.7425785645220196E-91                      ---                      ---
  19:    9.2363909657969134E+30   9.4436429149831720E+06   4.2477540185925609E+00   2.5825769236517391E+09   5.8748071608797157E+08   1.7201490420862952E+27   1.7790171502563674E+18   8.6897221129333369E-01   0.0000000000000000E+00   1.3734418698861772E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6834289323024847E-12   4.9742954463051625E-01   0.0000000000000000E+00   4.9831390257419522E-01   4.2410875374805290E-03   1.5463578135191129E-05   1.6769823314637138E-09   3.5644780474472319E-16   4.1719450046419673E-24   9.2433074783305854E-34   3.2587625870935390E-45   1.0529731476345623E-58   1.8943378832076397E-73   0.0000000000000000E+00   1.7404560742809843E-91                      ---                      ---
  20:    9.9999999999996709E+30   9.7009411920316070E+06   4.3633508280241484E+00   2.5773077933419719E+09   5.8675656034264529E+08   1.7154474272356604E+27   1.7776572654217823E+18   8.6900892031432664E-01   0.0000000000000000E+00   1.3734417707527223E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6793728298522804E-12   4.9742967084339496E-01   0.0000000000000000E+00   4.9831398578781283E-01   4.2408790781412560E-03   1.5462611247631109E-05   1.6767168287781069E-09   3.5636978554258100E-16   4.1706202735613572E-24   9.2393518151360966E-34   3.2568479565833678E-45   1.0521190685176950E-58   1.8924245986251406E-73   0.0000000000000000E+00   1.7384006132237291E-91                      ---                      ---
  21:    1.0758873610036410E+31   9.9442629846476503E+06   4.4726583087344860E+00   2.5721913240623083E+09   5.8605280974677002E+08   1.7108851377634740E+27   1.7763350233136292E+18   8.6904465707338452E-01   0.0000000000000000E+00   1.3734416738100760E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6753684778036060E-12   4.9742979426731537E-01   0.0000000000000000E+00   4.9831406716087534E-01   4.2406752282041901E-03   1.5461664464418966E-05   1.6764581352445771E-09   3.5629376215877632E-16   4.1693315252102932E-24   9.2355096435563968E-34   3.2549928831618430E-45   1.0512942165399580E-58   1.8905809232679682E-73   0.0000000000000000E+00   1.7364228457244598E-91                      ---                      ---
  22:    1.1525759183621215E+31   1.0179065649752676E+07   4.5781292022257389E+00   2.5671918485209055E+09   5.8536460320140898E+08   1.7064301309944124E+27   1.7750413381384276E+18   8.6907966407392767E-01   0.0000000000000000E+00   1.3734415785088496E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6713957460538332E-12   4.9742991560171951E-01   0.0000000000000000E+00   4.9831414715465322E-01   4.2404748322299145E-03   1.5460732514102656E-05   1.6762047053398834E-09   3.5621927956968360E-16   4.1680708494776092E-24   9.2317567582229056E-34   3.2531851840476338E-45   1.0504928641124423E-58   1.8887934870537138E-73   0.0000000000000000E+00   1.7345079822682588E-91                      ---                      ---
  23:    1.2313811497487103E+31   1.0410004824601252E+07   4.6818552982329535E+00   2.5622167916052976E+09   5.8467922005311418E+08   1.7019997925961259E+27   1.7737523202317724E+18   8.6911458632694150E-01   0.0000000000000000E+00   1.3734414831709541E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6673856772603550E-12   4.9743003698308474E-01   0.0000000000000000E+00   4.9831422717774781E-01   4.2402743615129425E-03   1.5459799027939925E-05   1.6759520373392248E-09   3.5614501381497708E-16   4.1668157324091116E-24   9.2280257862514059E-34   3.2513921211412094E-45   1.0497003125053337E-58   1.8870291439824530E-73   0.0000000000000000E+00   1.7326202228908010E-91                      ---                      ---
  24:    1.3137275361782613E+31   1.0641295667538006E+07   4.7857298294462236E+00   2.5571776409083686E+09   5.8398445965532601E+08   1.6975153401617955E+27   1.7724450111286003E+18   8.6915004665145668E-01   0.0000000000000000E+00   1.3734413861521260E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6632682093509307E-12   4.9743016050484462E-01   0.0000000000000000E+00   4.9831430861026638E-01   4.2400703586376650E-03   1.5458847885165680E-05   1.6756957802158628E-09   3.5606968479451149E-16   4.1655445371189763E-24   9.2242523522216609E-34   3.2495826958303942E-45   1.0489028040468624E-58   1.8852571110906129E-73   0.0000000000000000E+00   1.7307264863844872E-91                      ---                      ---
  25:    1.4012262626283836E+31   1.0876985718353521E+07   4.8915700616803193E+00   2.5519847666290650E+09   5.8326792809651005E+08   1.6928972087017346E+27   1.7710960417307026E+18   8.6918668205486060E-01   0.0000000000000000E+00   1.3734412857538626E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6589684094044557E-12   4.9743028832950642E-01   0.0000000000000000E+00   4.9831439287773743E-01   4.2398592523084496E-03   1.5457862350198019E-05   1.6754314991100053E-09   3.5599198713888396E-16   4.1642353298842116E-24   9.2203715639604923E-34   3.2477259383288697E-45   1.0480867497693578E-58   1.8834472116640546E-73   0.0000000000000000E+00   1.7287944978798433E-91                      ---                      ---
  26:    1.4957694626029211E+31   1.1121181775056245E+07   5.0012191406277724E+00   2.5465425135112362E+09   5.8251635727081728E+08   1.6880607060272135E+27   1.7696803451723971E+18   8.6922517903019281E-01   0.0000000000000000E+00   1.3734411801355906E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6544023945148109E-12   4.9743042280048033E-01   0.0000000000000000E+00   4.9831448152482066E-01   4.2396371726813259E-03   1.5456824201741977E-05   1.6751544487512477E-09   3.5591052334092267E-16   4.1628647604515862E-24   9.2163147045860764E-34   3.2457893304801141E-45   1.0472380356041460E-58   1.8815683233340921E-73   0.0000000000000000E+00   1.7267911171247108E-91                      ---                      ---
  27:    1.5996501841471306E+31   1.1378257967631178E+07   5.1166394012900902E+00   2.5407440609100814E+09   5.8171488630095458E+08   1.6829114924238901E+27   1.7681697918759027E+18   8.6926631141818533E-01   0.0000000000000000E+00   1.3734410672193851E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6494725635409970E-12   4.9743056656339546E-01   0.0000000000000000E+00   4.9831457629525550E-01   4.2393997510558170E-03   1.5455712777288398E-05   1.6748593350515519E-09   3.5582373327907144E-16   4.1614068978784632E-24   9.2120058368801269E-34   3.2437372196348011E-45   1.0463413426969185E-58   1.8795868826339066E-73   0.0000000000000000E+00   1.7246807438204051E-91                      ---                      ---
  28:    1.7157205765521055E+31   1.1653064356302513E+07   5.2400058021982945E+00   2.5344655875000997E+09   5.8084623979189777E+08   1.6773404808983328E+27   1.7665316213444429E+18   8.6931098437872301E-01   0.0000000000000000E+00   1.3734409445797320E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6440617032528018E-12   4.9743072270645389E-01   0.0000000000000000E+00   4.9831467922433881E-01   4.2391418881600725E-03   1.5454503856191153E-05   1.6745400468893502E-09   3.5572981476836174E-16   4.1598319345096295E-24   9.2073580669229219E-34   3.2415291063238636E-45   1.0453794315150058E-58   1.8774653333193666E-73   0.0000000000000000E+00   1.7224236777041175E-91                      ---                      ---
  29:    1.8476059264908175E+31   1.1951151400532926E+07   5.3738063383427432E+00   2.5275592487046218E+09   5.7988973206378317E+08   1.6712177365694969E+27   1.7647265333977718E+18   8.6936028845736313E-01   0.0000000000000000E+00   1.3734408093101743E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6380254132795450E-12   4.9743089493023379E-01   0.0000000000000000E+00   4.9831479275078888E-01   4.2388574738477141E-03   1.5453168295296348E-05   1.6741893398941279E-09   3.5562662966746588E-16   4.1581046719085253E-24   9.2022692249807875E-34   3.2391176991066906E-45   1.0443323468094371E-58   1.8751604253450267E-73   0.0000000000000000E+00   1.7199743339861892E-91                      ---                      ---
  30:    1.9999999999999630E+31   1.2279023806773752E+07   5.5209554352328647E+00   2.5198443891820040E+09   5.7882001259594750E+08   1.6643848886588900E+27   1.7627062726593080E+18   8.6941556869363212E-01   0.0000000000000000E+00   1.3734406578575081E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6311821129551110E-12   4.9743108775880324E-01   0.0000000000000000E+00   4.9831491985580040E-01   4.2385390386434386E-03   1.5451670316300450E-05   1.6737984531283947E-09   3.5551158972657070E-16   4.1561827005544441E-24   9.1966167243467892E-34   3.2364466372902332E-45   1.0431765064858671E-58   1.8726212871614976E-73   0.0000000000000000E+00   1.7172792328597630E-91                      ---                      ---
  31:    2.1790790876294910E+31   1.2644436675190374E+07   5.6849260225549836E+00   2.5110962694893022E+09   5.7760544487578750E+08   1.6566454586979792E+27   1.7604104923850092E+18   8.6947851530141840E-01   0.0000000000000000E+00   1.3734404858126256E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6232996199485067E-12   4.9743130680604619E-01   0.0000000000000000E+00   4.9831506423843425E-01   4.2381773142097061E-03   1.5449965322850400E-05   1.6733566382448781E-09   3.5538151584862278E-16   4.1540141815193564E-24   9.1902513588895994E-34   3.2334477894255639E-45   1.0418836436221027E-58   1.8697872095317251E-73   0.0000000000000000E+00   1.7142746989558782E-91                      ---                      ---
  32:    2.3876492120280019E+31   1.3046562013875430E+07   5.8653370372279436E+00   2.5011707912127481E+09   5.7622537684587944E+08   1.6478754519101154E+27   1.7577993373285169E+18   8.6955027435871401E-01   0.0000000000000000E+00   1.3734402903994219E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6142050705956078E-12   4.9743155560681807E-01   0.0000000000000000E+00   4.9831522822674867E-01   4.2377664665003362E-03   1.5448024454090739E-05   1.6728576132771161E-09   3.5523453557469052E-16   4.1515695923155378E-24   9.1830907348527270E-34   3.2300854390615674E-45   1.0404399281236369E-58   1.8666296041323636E-73   0.0000000000000000E+00   1.7109313506226109E-91                      ---                      ---
  33:    2.6284136724418553E+31   1.3483794061025660E+07   6.0614574346346419E+00   2.4900326785157452E+09   5.7467411063276815E+08   1.6380479754737669E+27   1.7548610140375363E+18   8.6963123597789227E-01   0.0000000000000000E+00   1.3734400710659223E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.6038176328822488E-12   4.9743183486428039E-01   0.0000000000000000E+00   4.9831541228195075E-01   4.2373053382250428E-03   1.5445840632095613E-05   1.6723009426571194E-09   3.5507049105345681E-16   4.1488482229720356E-24   9.1751374863992234E-34   3.2263642201926125E-45   1.0388490307550824E-58   1.8631582368029471E-73   0.0000000000000000E+00   1.7072604112285136E-91                      ---                      ---
  34:    2.9038797845213166E+31   1.3953839329112472E+07   6.2722469491253836E+00   2.4776664470058122E+09   5.7294857513532615E+08   1.6271542865563177E+27   1.7515885271085322E+18   8.6972166978806908E-01   0.0000000000000000E+00   1.3734398277616316E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5920719613800401E-12   4.9743214464315627E-01   0.0000000000000000E+00   4.9831561644417904E-01   4.2367938267999106E-03   1.5443411578225976E-05   1.6716875453305240E-09   3.5488961730929678E-16   4.1458559889383322E-24   9.1664137240517949E-34   3.2222979136785663E-45   1.0371184962785247E-58   1.8593911352894622E-73   0.0000000000000000E+00   1.7032816820275009E-91                      ---                      ---
  35:    3.2162587678984315E+31   1.4453829565181440E+07   6.4964071966785415E+00   2.4640775589430537E+09   5.7104850500770044E+08   1.6152047067326945E+27   1.7479800372105636E+18   8.6982171391363905E-01   0.0000000000000000E+00   1.3734395609711161E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5789219019401541E-12   4.9743248432695408E-01   0.0000000000000000E+00   4.9831584030441739E-01   4.2362329547967134E-03   1.5440740226222282E-05   1.6710197209049237E-09   3.5469255094878809E-16   4.1426054476050657E-24   9.1569607399003396E-34   3.2179090538307262E-45   1.0352594426973294E-58   1.8553537882662278E-73   0.0000000000000000E+00   1.6990226249758545E-91                      ---                      ---
  36:    3.5673624784155728E+31   1.4980442927628407E+07   6.7324364978365141E+00   2.4492929000992031E+09   5.6897653459488726E+08   1.6022288859288841E+27   1.7440390705301348E+18   8.6993136723560494E-01   0.0000000000000000E+00   1.3734392717209769E+01   5.0000000000000000E-01      convective    APPROX   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   2.5643438400567363E-12   4.9743285260906811E-01   0.0000000000000000E+00   4.9831608299877184E-01   4.2356248843936446E-03   1.5437834894125665E-05   1.6703010974232927E-09   3.5448031664414172E-16   4.1391154323559868E-24   9.1468375840297774E-34   3.2132280058990950E-45   1.0332860426323485E-58   1.8510779044411172E-73   0.0000000000000000E+00   1.6945170090075845E-91                      ---                      ---
